"Country or Area","Year(s)","Variant","Value"
"Antigua and Barbuda","2065","Instant replacement","110.401"
"Antigua and Barbuda","2065","Zero migration","94.187"
"Antigua and Barbuda","2065","Constant mortality","87.403"
"Antigua and Barbuda","2065","No change","86.882"
"Antigua and Barbuda","2065","Momentum","103.505"
"Antigua and Barbuda","2065","Instant replacement zero migration","110.401"
"Antigua and Barbuda","2065","Median PI","94.187"
"Antigua and Barbuda","2065","Upper 80 PI","102.13"
"Antigua and Barbuda","2065","Lower 80 PI","86.551"
"Antigua and Barbuda","2065","Upper 95 PI","106.791"
"Antigua and Barbuda","2065","Lower 95 PI","81.529"
"Antigua and Barbuda","2064","Medium","94.59"
"Antigua and Barbuda","2064","High","109.189"
"Antigua and Barbuda","2064","Low","81.585"
"Antigua and Barbuda","2064","Constant fertility","94.102"
"Antigua and Barbuda","2064","Instant replacement","110.296"
"Antigua and Barbuda","2064","Zero migration","94.59"
"Antigua and Barbuda","2064","Constant mortality","88.005"
"Antigua and Barbuda","2064","No change","87.519"
"Antigua and Barbuda","2064","Momentum","103.605"
"Antigua and Barbuda","2064","Instant replacement zero migration","110.296"
"Antigua and Barbuda","2064","Median PI","94.59"
"Antigua and Barbuda","2064","Upper 80 PI","102.296"
"Antigua and Barbuda","2064","Lower 80 PI","87.161"
"Antigua and Barbuda","2064","Upper 95 PI","106.7"
"Antigua and Barbuda","2064","Lower 95 PI","82.219"
"Antigua and Barbuda","2063","Medium","94.99"
"Antigua and Barbuda","2063","High","109.053"
"Antigua and Barbuda","2063","Low","82.382"
"Antigua and Barbuda","2063","Constant fertility","94.532"
"Antigua and Barbuda","2063","Instant replacement","110.18"
"Antigua and Barbuda","2063","Zero migration","94.99"
"Antigua and Barbuda","2063","Constant mortality","88.603"
"Antigua and Barbuda","2063","No change","88.143"
"Antigua and Barbuda","2063","Momentum","103.689"
"Antigua and Barbuda","2063","Instant replacement zero migration","110.18"
"Antigua and Barbuda","2063","Median PI","94.99"
"Antigua and Barbuda","2063","Upper 80 PI","102.445"
"Antigua and Barbuda","2063","Lower 80 PI","87.796"
"Antigua and Barbuda","2063","Upper 95 PI","106.648"
"Antigua and Barbuda","2063","Lower 95 PI","82.997"
"Antigua and Barbuda","2062","Medium","95.379"
"Antigua and Barbuda","2062","High","108.914"
"Antigua and Barbuda","2062","Low","83.165"
"Antigua and Barbuda","2062","Constant fertility","94.947"
"Antigua and Barbuda","2062","Instant replacement","110.049"
"Antigua and Barbuda","2062","Zero migration","95.379"
"Antigua and Barbuda","2062","Constant mortality","89.191"
"Antigua and Barbuda","2062","No change","88.76"
"Antigua and Barbuda","2062","Momentum","103.766"
"Antigua and Barbuda","2062","Instant replacement zero migration","110.049"
"Antigua and Barbuda","2062","Median PI","95.379"
"Antigua and Barbuda","2062","Upper 80 PI","102.642"
"Antigua and Barbuda","2062","Lower 80 PI","88.403"
"Antigua and Barbuda","2062","Upper 95 PI","106.597"
"Antigua and Barbuda","2062","Lower 95 PI","83.836"
"Antigua and Barbuda","2061","Medium","95.762"
"Antigua and Barbuda","2061","High","108.779"
"Antigua and Barbuda","2061","Low","83.937"
"Antigua and Barbuda","2061","Constant fertility","95.359"
"Antigua and Barbuda","2061","Instant replacement","109.913"
"Antigua and Barbuda","2061","Zero migration","95.762"
"Antigua and Barbuda","2061","Constant mortality","89.769"
"Antigua and Barbuda","2061","No change","89.367"
"Antigua and Barbuda","2061","Momentum","103.835"
"Antigua and Barbuda","2061","Instant replacement zero migration","109.913"
"Antigua and Barbuda","2061","Median PI","95.762"
"Antigua and Barbuda","2061","Upper 80 PI","102.817"
"Antigua and Barbuda","2061","Lower 80 PI","88.979"
"Antigua and Barbuda","2061","Upper 95 PI","106.579"
"Antigua and Barbuda","2061","Lower 95 PI","84.555"
"Antigua and Barbuda","2060","Medium","96.132"
"Antigua and Barbuda","2060","High","108.637"
"Antigua and Barbuda","2060","Low","84.692"
"Antigua and Barbuda","2060","Constant fertility","95.76"
"Antigua and Barbuda","2060","Instant replacement","109.772"
"Antigua and Barbuda","2060","Zero migration","96.132"
"Antigua and Barbuda","2060","Constant mortality","90.341"
"Antigua and Barbuda","2060","No change","89.971"
"Antigua and Barbuda","2060","Momentum","103.898"
"Antigua and Barbuda","2060","Instant replacement zero migration","109.772"
"Antigua and Barbuda","2060","Median PI","96.132"
"Antigua and Barbuda","2060","Upper 80 PI","102.947"
"Antigua and Barbuda","2060","Lower 80 PI","89.55"
"Antigua and Barbuda","2060","Upper 95 PI","106.64"
"Antigua and Barbuda","2060","Lower 95 PI","85.238"
"Antigua and Barbuda","2059","Medium","96.484"
"Antigua and Barbuda","2059","High","108.484"
"Antigua and Barbuda","2059","Low","85.428"
"Antigua and Barbuda","2059","Constant fertility","96.141"
"Antigua and Barbuda","2059","Instant replacement","109.618"
"Antigua and Barbuda","2059","Zero migration","96.484"
"Antigua and Barbuda","2059","Constant mortality","90.901"
"Antigua and Barbuda","2059","No change","90.561"
"Antigua and Barbuda","2059","Momentum","103.958"
"Antigua and Barbuda","2059","Instant replacement zero migration","109.618"
"Antigua and Barbuda","2059","Median PI","96.484"
"Antigua and Barbuda","2059","Upper 80 PI","103.018"
"Antigua and Barbuda","2059","Lower 80 PI","90.066"
"Antigua and Barbuda","2059","Upper 95 PI","106.592"
"Antigua and Barbuda","2059","Lower 95 PI","85.905"
"Antigua and Barbuda","2058","Medium","96.825"
"Antigua and Barbuda","2058","High","108.334"
"Antigua and Barbuda","2058","Low","86.146"
"Antigua and Barbuda","2058","Constant fertility","96.508"
"Antigua and Barbuda","2058","Instant replacement","109.452"
"Antigua and Barbuda","2058","Zero migration","96.825"
"Antigua and Barbuda","2058","Constant mortality","91.45"
"Antigua and Barbuda","2058","No change","91.138"
"Antigua and Barbuda","2058","Momentum","104.016"
"Antigua and Barbuda","2058","Instant replacement zero migration","109.452"
"Antigua and Barbuda","2058","Median PI","96.825"
"Antigua and Barbuda","2058","Upper 80 PI","103.091"
"Antigua and Barbuda","2058","Lower 80 PI","90.546"
"Antigua and Barbuda","2058","Upper 95 PI","106.56"
"Antigua and Barbuda","2058","Lower 95 PI","86.473"
"Antigua and Barbuda","2057","Medium","97.153"
"Antigua and Barbuda","2057","High","108.186"
"Antigua and Barbuda","2057","Low","86.846"
"Antigua and Barbuda","2057","Constant fertility","96.861"
"Antigua and Barbuda","2057","Instant replacement","109.284"
"Antigua and Barbuda","2057","Zero migration","97.153"
"Antigua and Barbuda","2057","Constant mortality","91.995"
"Antigua and Barbuda","2057","No change","91.707"
"Antigua and Barbuda","2057","Momentum","104.073"
"Antigua and Barbuda","2057","Instant replacement zero migration","109.284"
"Antigua and Barbuda","2057","Median PI","97.152"
"Antigua and Barbuda","2057","Upper 80 PI","103.266"
"Antigua and Barbuda","2057","Lower 80 PI","91.089"
"Antigua and Barbuda","2057","Upper 95 PI","106.601"
"Antigua and Barbuda","2057","Lower 95 PI","87.142"
"Antigua and Barbuda","2056","Medium","97.469"
"Antigua and Barbuda","2056","High","108.04"
"Antigua and Barbuda","2056","Low","87.529"
"Antigua and Barbuda","2056","Constant fertility","97.197"
"Antigua and Barbuda","2056","Instant replacement","109.12"
"Antigua and Barbuda","2056","Zero migration","97.469"
"Antigua and Barbuda","2056","Constant mortality","92.529"
"Antigua and Barbuda","2056","No change","92.262"
"Antigua and Barbuda","2056","Momentum","104.127"
"Antigua and Barbuda","2056","Instant replacement zero migration","109.12"
"Antigua and Barbuda","2056","Median PI","97.469"
"Antigua and Barbuda","2056","Upper 80 PI","103.43"
"Antigua and Barbuda","2056","Lower 80 PI","91.671"
"Antigua and Barbuda","2056","Upper 95 PI","106.61"
"Antigua and Barbuda","2056","Lower 95 PI","87.861"
"Antigua and Barbuda","2055","Medium","97.771"
"Antigua and Barbuda","2055","High","107.895"
"Antigua and Barbuda","2055","Low","88.187"
"Antigua and Barbuda","2055","Constant fertility","97.516"
"Antigua and Barbuda","2055","Instant replacement","108.95"
"Antigua and Barbuda","2055","Zero migration","97.771"
"Antigua and Barbuda","2055","Constant mortality","93.052"
"Antigua and Barbuda","2055","No change","92.804"
"Antigua and Barbuda","2055","Momentum","104.183"
"Antigua and Barbuda","2055","Instant replacement zero migration","108.95"
"Antigua and Barbuda","2055","Median PI","97.771"
"Antigua and Barbuda","2055","Upper 80 PI","103.483"
"Antigua and Barbuda","2055","Lower 80 PI","92.196"
"Antigua and Barbuda","2055","Upper 95 PI","106.499"
"Antigua and Barbuda","2055","Lower 95 PI","88.456"
"Antigua and Barbuda","2054","Medium","98.058"
"Antigua and Barbuda","2054","High","107.749"
"Antigua and Barbuda","2054","Low","88.823"
"Antigua and Barbuda","2054","Constant fertility","97.822"
"Antigua and Barbuda","2054","Instant replacement","108.778"
"Antigua and Barbuda","2054","Zero migration","98.058"
"Antigua and Barbuda","2054","Constant mortality","93.559"
"Antigua and Barbuda","2054","No change","93.328"
"Antigua and Barbuda","2054","Momentum","104.236"
"Antigua and Barbuda","2054","Instant replacement zero migration","108.778"
"Antigua and Barbuda","2054","Median PI","98.058"
"Antigua and Barbuda","2054","Upper 80 PI","103.508"
"Antigua and Barbuda","2054","Lower 80 PI","92.692"
"Antigua and Barbuda","2054","Upper 95 PI","106.379"
"Antigua and Barbuda","2054","Lower 95 PI","89.06"
"Antigua and Barbuda","2053","Medium","98.331"
"Antigua and Barbuda","2053","High","107.603"
"Antigua and Barbuda","2053","Low","89.439"
"Antigua and Barbuda","2053","Constant fertility","98.109"
"Antigua and Barbuda","2053","Instant replacement","108.608"
"Antigua and Barbuda","2053","Zero migration","98.331"
"Antigua and Barbuda","2053","Constant mortality","94.049"
"Antigua and Barbuda","2053","No change","93.832"
"Antigua and Barbuda","2053","Momentum","104.288"
"Antigua and Barbuda","2053","Instant replacement zero migration","108.608"
"Antigua and Barbuda","2053","Median PI","98.331"
"Antigua and Barbuda","2053","Upper 80 PI","103.555"
"Antigua and Barbuda","2053","Lower 80 PI","93.171"
"Antigua and Barbuda","2053","Upper 95 PI","106.307"
"Antigua and Barbuda","2053","Lower 95 PI","89.672"
"Antigua and Barbuda","2052","Medium","98.582"
"Antigua and Barbuda","2052","High","107.454"
"Antigua and Barbuda","2052","Low","90.03"
"Antigua and Barbuda","2052","Constant fertility","98.372"
"Antigua and Barbuda","2052","Instant replacement","108.43"
"Antigua and Barbuda","2052","Zero migration","98.582"
"Antigua and Barbuda","2052","Constant mortality","94.523"
"Antigua and Barbuda","2052","No change","94.32"
"Antigua and Barbuda","2052","Momentum","104.342"
"Antigua and Barbuda","2052","Instant replacement zero migration","108.43"
"Antigua and Barbuda","2052","Median PI","98.583"
"Antigua and Barbuda","2052","Upper 80 PI","103.614"
"Antigua and Barbuda","2052","Lower 80 PI","93.576"
"Antigua and Barbuda","2052","Upper 95 PI","106.195"
"Antigua and Barbuda","2052","Lower 95 PI","90.177"
"Antigua and Barbuda","2051","Medium","98.811"
"Antigua and Barbuda","2051","High","107.299"
"Antigua and Barbuda","2051","Low","90.591"
"Antigua and Barbuda","2051","Constant fertility","98.612"
"Antigua and Barbuda","2051","Instant replacement","108.248"
"Antigua and Barbuda","2051","Zero migration","98.811"
"Antigua and Barbuda","2051","Constant mortality","94.984"
"Antigua and Barbuda","2051","No change","94.792"
"Antigua and Barbuda","2051","Momentum","104.394"
"Antigua and Barbuda","2051","Instant replacement zero migration","108.248"
"Antigua and Barbuda","2051","Median PI","98.811"
"Antigua and Barbuda","2051","Upper 80 PI","103.656"
"Antigua and Barbuda","2051","Lower 80 PI","93.945"
"Antigua and Barbuda","2051","Upper 95 PI","106.12"
"Antigua and Barbuda","2051","Lower 95 PI","90.721"
"Antigua and Barbuda","2050","Medium","99.03"
"Antigua and Barbuda","2050","High","107.144"
"Antigua and Barbuda","2050","Low","91.132"
"Antigua and Barbuda","2050","Constant fertility","98.84"
"Antigua and Barbuda","2050","Instant replacement","108.071"
"Antigua and Barbuda","2050","Zero migration","99.03"
"Antigua and Barbuda","2050","Constant mortality","95.427"
"Antigua and Barbuda","2050","No change","95.242"
"Antigua and Barbuda","2050","Momentum","104.441"
"Antigua and Barbuda","2050","Instant replacement zero migration","108.071"
"Antigua and Barbuda","2050","Median PI","99.03"
"Antigua and Barbuda","2050","Upper 80 PI","103.682"
"Antigua and Barbuda","2050","Lower 80 PI","94.343"
"Antigua and Barbuda","2050","Upper 95 PI","106.057"
"Antigua and Barbuda","2050","Lower 95 PI","91.294"
"Antigua and Barbuda","2049","Medium","99.228"
"Antigua and Barbuda","2049","High","106.981"
"Antigua and Barbuda","2049","Low","91.646"
"Antigua and Barbuda","2049","Constant fertility","99.046"
"Antigua and Barbuda","2049","Instant replacement","107.887"
"Antigua and Barbuda","2049","Zero migration","99.228"
"Antigua and Barbuda","2049","Constant mortality","95.845"
"Antigua and Barbuda","2049","No change","95.665"
"Antigua and Barbuda","2049","Momentum","104.478"
"Antigua and Barbuda","2049","Instant replacement zero migration","107.887"
"Antigua and Barbuda","2049","Median PI","99.227"
"Antigua and Barbuda","2049","Upper 80 PI","103.695"
"Antigua and Barbuda","2049","Lower 80 PI","94.741"
"Antigua and Barbuda","2049","Upper 95 PI","105.96"
"Antigua and Barbuda","2049","Lower 95 PI","91.859"
"Antigua and Barbuda","2048","Medium","99.397"
"Antigua and Barbuda","2048","High","106.801"
"Antigua and Barbuda","2048","Low","92.126"
"Antigua and Barbuda","2048","Constant fertility","99.221"
"Antigua and Barbuda","2048","Instant replacement","107.686"
"Antigua and Barbuda","2048","Zero migration","99.397"
"Antigua and Barbuda","2048","Constant mortality","96.235"
"Antigua and Barbuda","2048","No change","96.059"
"Antigua and Barbuda","2048","Momentum","104.501"
"Antigua and Barbuda","2048","Instant replacement zero migration","107.686"
"Antigua and Barbuda","2048","Median PI","99.396"
"Antigua and Barbuda","2048","Upper 80 PI","103.66"
"Antigua and Barbuda","2048","Lower 80 PI","95.079"
"Antigua and Barbuda","2048","Upper 95 PI","105.817"
"Antigua and Barbuda","2048","Lower 95 PI","92.389"
"Antigua and Barbuda","2047","Medium","99.543"
"Antigua and Barbuda","2047","High","106.609"
"Antigua and Barbuda","2047","Low","92.578"
"Antigua and Barbuda","2047","Constant fertility","99.371"
"Antigua and Barbuda","2047","Instant replacement","107.478"
"Antigua and Barbuda","2047","Zero migration","99.543"
"Antigua and Barbuda","2047","Constant mortality","96.599"
"Antigua and Barbuda","2047","No change","96.43"
"Antigua and Barbuda","2047","Momentum","104.515"
"Antigua and Barbuda","2047","Instant replacement zero migration","107.478"
"Antigua and Barbuda","2047","Median PI","99.543"
"Antigua and Barbuda","2047","Upper 80 PI","103.596"
"Antigua and Barbuda","2047","Lower 80 PI","95.402"
"Antigua and Barbuda","2047","Upper 95 PI","105.662"
"Antigua and Barbuda","2047","Lower 95 PI","92.801"
"Antigua and Barbuda","2046","Medium","99.658"
"Antigua and Barbuda","2046","High","106.395"
"Antigua and Barbuda","2046","Low","92.996"
"Antigua and Barbuda","2046","Constant fertility","99.498"
"Antigua and Barbuda","2046","Instant replacement","107.256"
"Antigua and Barbuda","2046","Zero migration","99.658"
"Antigua and Barbuda","2046","Constant mortality","96.936"
"Antigua and Barbuda","2046","No change","96.774"
"Antigua and Barbuda","2046","Momentum","104.513"
"Antigua and Barbuda","2046","Instant replacement zero migration","107.256"
"Antigua and Barbuda","2046","Median PI","99.658"
"Antigua and Barbuda","2046","Upper 80 PI","103.543"
"Antigua and Barbuda","2046","Lower 80 PI","95.738"
